DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:20:31.876464', 'unique_id': UUID('120c1e22-b85f-437f-8e23-3a8deed766c9'), 'phone_number': '4323', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:20:58.338744', 'unique_id': UUID('2b96d594-b5c8-4e57-8482-a414208e3c74'), 'phone_number': '3', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:21:23.440742', 'unique_id': UUID('1a3fdc13-dfe0-49dd-82dc-ae37f23f4cfe'), 'phone_number': '4323', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:22:48.306781', 'unique_id': UUID('e0ad4e58-1314-440b-bd3e-bdba5d6fb640'), 'phone_number': '3', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:23:30.003580', 'unique_id': UUID('8b5d1bd0-c338-4c9b-8d37-031402d640c8'), 'phone_number': '4323', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:34:37.400649', 'unique_id': UUID('063a7d93-d0c6-4b6a-abed-0cdc33332437'), 'phone_number': '4323', 'text': 'ну да удобно его слушаю'}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:37:11.911653', 'unique_id': UUID('187b13b4-138a-4cd0-b201-133a60543b51'), 'phone_number': '4323', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:40:50.556639', 'unique_id': UUID('f749578b-a877-43c7-b395-b881691af1d6'), 'phone_number': '3', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-26 23:42:15.561142', 'unique_id': 197305848, 'phone_number': '3', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 14:42:31.594674', 'unique_id': 195532280, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Sample dict log: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 19:25:27.581845', 'unique_id': 199337464, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 20:56:15.589016', 'unique_id': 209375616, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 20:56:51.686648', 'unique_id': 194048032, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 20:58:21.796692', 'unique_id': 194109824, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 21:43:32.747389', 'unique_id': 205840768, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-27 21:45:35.779022', 'unique_id': 193257856, 'phone_number': 'gfdgsf', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 19:36:03.809789', 'unique_id': 201973792, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 19:55:37.690914', 'unique_id': 204726656, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:05:09.580934', 'unique_id': 204722560, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:13:35.646796', 'unique_id': 207479168, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:14:31.219328', 'unique_id': 204792192, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:17:20.977129', 'unique_id': 204726656, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:17:59.361421', 'unique_id': 194699648, 'phone_number': '', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:18:26.947100', 'unique_id': 206757920, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:22:47.794167', 'unique_id': 194765184, 'phone_number': 'd:/put/tinkoff/3.wav', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:24:24.319796', 'unique_id': 195813760, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:44:53.028346', 'unique_id': 196600192, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:45:10.347605', 'unique_id': 194306432, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:45:50.462977', 'unique_id': 204595232, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:46:25.944695', 'unique_id': 204460416, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-28 20:46:50.334497', 'unique_id': 210755968, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 11:48:53.637912', 'unique_id': 205513088, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 11:52:26.826641', 'unique_id': 206426496, 'phone_number': 'да', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 11:53:16.333885', 'unique_id': 194306432, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 11:54:30.389123', 'unique_id': 194630016, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:03:52.577887', 'unique_id': 202428800, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:04:38.361238', 'unique_id': 194306432, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:05:34.480265', 'unique_id': 209441152, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:06:37.815040', 'unique_id': 199745920, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:07:20.242656', 'unique_id': 201118080, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:08:57.483983', 'unique_id': 194302336, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap1': 1, 'etap2': 1, 'date_time': '2020-08-29 12:10:49.711860', 'unique_id': 201576832, 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 209445248, 'actual_time': '12:32:46', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 205967744, 'actual_time': '12:33:56', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 196731264, 'actual_time': '12:35:02', 'phone_number': 'd:/put/tinkoff/3.wav', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 194306432, 'actual_time': '12:36:25', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 194306432, 'actual_time': '12:37:01', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 206561664, 'actual_time': '15:28:39', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 205185408, 'actual_time': '15:29:31', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 202039328, 'actual_time': '15:46:38', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 205181312, 'actual_time': '15:47:42', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 208793632, 'actual_time': '16:22:29', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 213176704, 'actual_time': '16:49:52', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Запись логов: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-29', 'unique_id': 202363352, 'actual_time': '17:08:27', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Logging: {'etap_1': 1, 'etap_2': 1, 'datta': '2020-08-30', 'unique_id': 194302512, 'actual_time': '19:07:40', 'phone_number': '345', 'text': 'ну да удобно его слушаю', 'duration': 4.216}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:08:01', 'unique_id': 206627288, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Catching errors: {'error': UndefinedTable('ОШИБКА:  отношение "project" не существует\nLINE 1:  INSERT INTO project (date, time, unique_id, who_is, etap_2,...\n                     ^\n')}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:10:04', 'unique_id': 194306608, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Catching errors: {'error': UndefinedTable('ОШИБКА:  отношение "project" не существует\nLINE 1:  INSERT INTO project (test, description_1) VALUES (\'Testing\'...\n                     ^\n')}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:12:24', 'unique_id': 205382192, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Catching errors: {'error': UndefinedTable('ОШИБКА:  отношение "project" не существует\nLINE 1:  INSERT INTO Project (test, description_1) VALUES (\'Testing\'...\n                     ^\n')}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:14:37', 'unique_id': 199156272, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Catching errors: {'error': UndefinedColumn('ОШИБКА:  столбец "test" в таблице "project" не существует\nLINE 1:  INSERT INTO project (test, description_1) VALUES (\'Testing\'...\n                              ^\n')}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:15:55', 'unique_id': 207282736, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:19:36', 'unique_id': 208593456, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Catching errors: {'error': UndefinedColumn('ОШИБКА:  столбец "hostname" в таблице "project" не существует\nLINE 1:  INSERT INTO project (hostname, ip_address,description_2) VA...\n                              ^\n')}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:20:08', 'unique_id': 194503216, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '20:21:44', 'unique_id': 210489904, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:14:29', 'unique_id': 202309840, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:15:08', 'unique_id': 203350576, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:16:08', 'unique_id': 196993584, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:16:53', 'unique_id': 208065072, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:17:24', 'unique_id': 209900080, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:54:10', 'unique_id': 198496816, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:55:26', 'unique_id': 206033456, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:57:37', 'unique_id': 204132912, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '22:59:51', 'unique_id': 203346480, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:01:41', 'unique_id': 209224416, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:05:16', 'unique_id': 204460944, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:07:04', 'unique_id': 207278992, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:08:19', 'unique_id': 194302864, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:09:06', 'unique_id': 202826288, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:09:54', 'unique_id': 203346832, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:10:16', 'unique_id': 203346480, 'who_is': 'Human', 'etap_2': 1, 'phone_number': '345', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
DEBUG:root:Logging: {'date': '2020-08-30', 'time': '23:10:43', 'unique_id': 195551792, 'who_is': 'Human', 'etap_2': 1, 'phone_number': 'd:/put/tinkoff/3.wav', 'duration': 4.216, 'result': 'ну да удобно его слушаю'}
